,aTagContent,href,keys,attributes,candidateMatch,len_aTagContent,len_aTagContent_group_between 60 and 175,len_aTagContent_group_under 60,len_href,num_keys,attr_job_yn
1923,Release Change Manager Recruiting Operations Sunnyvale CA 3 morePeople  RecruitingProgram Management 1 more, careers jobs 3370884749695914 ,href class style, 8sef text decoration none ,1.0,111,1,0,31,3,0
1924,Head of Product Integrations  ComplianceMenlo Park CA 4 moreLegal Finance Facilities  AdminLegal 4 more, careers jobs 3433070460090880 ,href class style, 8sef text decoration none ,1.0,109,1,0,31,3,0
1925,New Legal Obligations Program ManagerLos Angeles CA 4 moreLegal Finance Facilities  AdminLegal, careers jobs 1195116037515949 ,href class style, 8sef text decoration none ,1.0,99,1,0,31,3,0
1926,Associate General Counsel Compliance Programs  New Legal ObligationsLos Angeles CA 4 moreLegal Finance Facilities  AdminLegal, careers jobs 646343079345441 ,href class style, 8sef text decoration none ,1.0,132,1,0,30,3,0
1927,Front End EngineerMenlo Park CA 3 moreSoftware EngineeringEngineering, careers jobs 248847346196630 ,href class style, 8sef text decoration none ,1.0,71,1,0,30,3,0
1928,Monitoring  Testing Program ManagerLos Angeles CA 4 moreLegal Finance Facilities  AdminLegal, careers jobs 659276714973156 ,href class style, 8sef text decoration none ,1.0,98,1,0,30,3,0
1929,Control Design  Implementation LeadLos Angeles CA 4 moreLegal Finance Facilities  AdminLegal, careers jobs 1303152693365977 ,href class style, 8sef text decoration none ,1.0,98,1,0,31,3,0
1930,Research Data ScientistBellevue WA 5 moreData  Analytics 2 more, careers jobs 203476334400388 ,href class style, 8sef text decoration none ,1.0,66,1,0,30,3,0
1931,Software Engineer Facebook Research LabLos Angeles CA 3 moreAR VR 2 more3D Product Design 2 more, careers jobs 320795452590076 ,href class style, 8sef text decoration none ,1.0,99,1,0,30,3,0
1932,Software Engineer  Future InitiativesLos Angeles CA 3 moreAR VR 2 more3D Software Engineering 1 more, careers jobs 2055894967879623 ,href class style, 8sef text decoration none ,1.0,103,1,0,31,3,0
1933,Product Designer  FB AppMenlo Park CA 3 moreDesign  User ExperienceDesign, careers jobs 729778357386177 ,href class style, 8sef text decoration none ,1.0,77,1,0,30,3,0
1934,Next, careers jobs offices 5B0 5D Altoona 2C IA offices 5B1 5D Ashburn 2C VA offices 5B2 5D Atlanta 2C GA offices 5B3 5D Austin 2C TX offices 5B4 5D Boston 2C MA offices 5B5 5D Chicago 2C IL offices 5B6 5D Dallas 2C TX offices 5B7 5D DeKalb 2C IL offices 5B8 5D Denver 2C CO offices 5B9 5D Detroit 2C MI offices 5B10 5D Eagle Mountain 2C Utah offices 5B11 5D Forest City 2C NC offices 5B12 5D Fort Worth 2C TX offices 5B13 5D Fremont 2C CA offices 5B14 5D Gallatin 2C TN offices 5B15 5D Henrico 2C VA offices 5B16 5D Huntsville 2C AL offices 5B17 5D Los Angeles 2C CA offices 5B18 5D Los Lunas 2C NM offices 5B19 5D Menlo Park 2C CA offices 5B20 5D Miami 2C Florida offices 5B21 5D Montreal 2C Canada offices 5B22 5D Mountain View 2C CA offices 5B23 5D New Albany 2C OH offices 5B24 5D New York 2C NY offices 5B25 5D Newton County 2C GA offices 5B26 5D Northridge 2C CA offices 5B27 5D Papillion 2C NE offices 5B28 5D Pittsburgh 2C PA offices 5B29 5D Prineville 2C OR offices 5B30 5D Redmond 2C WA offices 5B31 5D Remote 2C US Eastern 2C Mountain 26 Central Regions offices 5B32 5D Remote 2C US Western 2C Mountain 26 Central Regions offices 5B33 5D Reston 2C VA offices 5B34 5D San Francisco 2C CA offices 5B35 5D Santa Clara 2C CA offices 5B36 5D Sausalito 2C CA offices 5B37 5D Seattle 2C WA offices 5B38 5D Sunnyvale 2C CA offices 5B39 5D Toronto 2C Canada offices 5B40 5D Vancouver 2C Canada offices 5B41 5D Washington 2C DC is leadership 0 page 2 results per page 100 is in page 0,role class href id,button 42ft 3nu9 3nua 2xl7 9asn 8se6 u 0 4e,0.0,4,0,1,1484,4,0
1935, here ,https  scontent fyyz1 2 fna fbcdn net v t39 2365 6 85254989 197818141628105 7421557785017450496 n pdf nc cat 100 ccb 2 nc sid ad8a9d nc ohc smhXwV6Aay8AX eTY1x nc ht scontent fyyz1 2 fna oh a67d8ab944501c205a38e5eb00aec1f8 oe 5FD57AB8,href target, blank,0.0,7,0,1,239,2,0
1936, Facebook s Pay Transparency Policy ,https  scontent fyyz1 1 fna fbcdn net v t39 2365 6 85735453 2581064968819056 3848430988027756544 n pdf nc cat 105 ccb 2 nc sid ad8a9d nc ohc HMbNchUm95IAX9TGUgZ nc ht scontent fyyz1 1 fna oh 054cfdb610392822cb026000d149a108 oe 5FD55D95,href target, blank,0.0,37,0,1,240,2,0
1937, Equal Employment Opportunity is the Law ,https  scontent fyyz1 1 fna fbcdn net v t39 2365 6 87667786 1094417327573471 7865744969217081344 n pdf nc cat 105 ccb 2 nc sid ad8a9d nc ohc wQw35j0q8 QAX 1l6SE nc ht scontent fyyz1 1 fna oh 6a446aab27a528fd5ec926a7a0d907cd oe 5FD5AD05,href target, blank,0.0,41,0,1,240,2,0
1938, Notice to Applicants for Employment and Employees ,https  scontent fyyz1 2 fna fbcdn net v t39 2365 6 87540478 3007037622649952 8288137419182571520 n pdf nc cat 107 ccb 2 nc sid ad8a9d nc ohc aVg4vi2RgVgAX KF YJ nc ht scontent fyyz1 2 fna oh 40ce5b0420289d1f35c6c4696ace2817 oe 5FD29D9C,href target, blank,0.0,51,0,1,240,2,0
1939, E Verify program ,https  scontent fyyz1 1 fna fbcdn net v t39 2365 6 87426865 252257412444235 3565942484934590464 n pdf nc cat 103 ccb 2 nc sid ad8a9d nc ohc GPjTPL7rU34AX 8G 6V nc ht scontent fyyz1 1 fna oh 2c5f75a5f0701b20ccc8547da3129243 oe 5FD371A3,href target, blank,0.0,18,0,1,239,2,0
1940,accommodations ext fb com,mailto accommodations ext fb com,href,,0.0,25,0,1,32,1,0
1941,Get Started, ,role class href name ajaxify rel id,button 42ft 3nu9 3nua 2xl7 3nuc 8 3r submit careers candidate dialog submit dialog u 0 4f,0.0,11,0,1,1,7,0
1942,English US , ,rel ajaxify title class href role,dialog settings language language uri https 3A 2F 2Fwww facebook com 2Fcareers 2Fjobs 2F 3Fpage 3D1 26results per page 3D100 26offices 255B0 255D 3DAltoona 252C 2BIA 26offices 255B1 255D 3DAshburn 252C 2BVA 26offices 255B2 255D 3DAtlanta 252C 2BGA 26offices 255B3 255D 3DAustin 252C 2BTX 26offices 255B4 255D 3DBoston 252C 2BMA 26offices 255B5 255D 3DChicago 252C 2BIL 26offices 255B6 255D 3DDallas 252C 2BTX 26offices 255B7 255D 3DDeKalb 252C 2BIL 26offices 255B8 255D 3DDenver 252C 2BCO 26offices 255B9 255D 3DDetroit 252C 2BMI 26offices 255B10 255D 3DEagle 2BMountain 252C 2BUtah 26offices 255B11 255D 3DForest 2BCity 252C 2BNC 26offices 255B12 255D 3DFort 2BWorth 252C 2BTX 26offices 255B13 255D 3DFremont 252C 2BCA 26offices 255B14 255D 3DGallatin 252C 2BTN 26offices 255B15 255D 3DHenrico 252C 2BVA 26offices 255B16 255D 3DHuntsville 252C 2BAL 26offices 255B17 255D 3DLos 2BAngeles 252C 2BCA 26offices 255B18 255D 3DLos 2BLunas 252C 2BNM 26offices 255B19 255D 3DMenlo 2BPark 252C 2BCA 26offices 255B20 255D 3DMiami 252C 2BFlorida 26offices 255B21 255D 3DMontreal 252C 2BCanada 26offices 255B22 255D 3DMountain 2BView 252C 2BCA 26offices 255B23 255D 3DNew 2BAlbany 252C 2BOH 26offices 255B24 255D 3DNew 2BYork 252C 2BNY 26offices 255B25 255D 3DNewton 2BCounty 252C 2BGA 26offices 255B26 255D 3DNorthridge 252C 2BCA 26offices 255B27 255D 3DPapillion 252C 2BNE 26offices 255B28 255D 3DPittsburgh 252C 2BPA 26offices 255B29 255D 3DPrineville 252C 2BOR 26offices 255B30 255D 3DRedmond 252C 2BWA 26offices 255B31 255D 3DRemote 252C 2BUS 2BEastern 252C 2BMountain 2B 2526 2BCentral 2BRegions 26offices 255B32 255D 3DRemote 252C 2BUS 2BWestern 252C 2BMountain 2B 2526 2BCentral 2BRegions 26offices 255B33 255D 3DReston 252C 2BVA 26offices 255B34 255D 3DSan 2BFrancisco 252C 2BCA 26offices 255B35 255D 3DSanta 2BClara 252C 2BCA 26offices 255B36 255D 3DSausalito 252C 2BCA 26offices 255B37 255D 3DSeattle 252C 2BWA 26offices 255B38 255D 3DSunnyvale 252C 2BCA 26offices 255B39 255D 3DToronto 252C 2BCanada 26offices 255B40 255D 3DVancouver 252C 2BCanada 26offices 255B41 255D 3DWashington 252C 2BDC source www link dialog selector Use Facebook in another language  3ygm 3ygn 2pie button,0.0,12,0,1,1,6,1
1943, Company Info ,https  l facebook com l php u https 3A 2F 2Fnewsroom fb com 2Fcompany info 2F h AT3cXuEHCE0Xp2yx6booSoEmK244KUYxmr2mua HGLjaun7U0KoNjLoGne3wR2yM 3cJ4lSCQby3wE90I2U42R3F9euboUP95sVj5XS iyMWlMPBpGrxIB5SzQ1XETk5JKgtw YiHP7wg6jBh5Nok7ZKDv7 Aw3n,href class target rel data lynx mode id, 5144 23i  2pio blank nofollow hover u 0 4g,0.0,14,0,1,241,6,0
1944, Newsroom ,https  l facebook com l php u https 3A 2F 2Fnewsroom fb com 2F h AT3yfDz3hG5d3KBetV7LTux3RPWGIY0tgVKDLoplYkJ62Ze1CaeuNbRmFIjhVt6STp40Nvc9SVwtcw5gUDdnehjjLZhKM9lceXLrqEVJX8aWb01uHlONICKA0ZRp96YShaOqHc0fSnh89sLmTzzm68LYkjX0cK4k,href class target rel data lynx mode id, 5144 23i  2pio blank nofollow hover u 0 4h,0.0,10,0,1,226,6,0
1945, Careers FAQs ,https  www facebook com careers faq,href class id, 5144 23i  2pio u 0 4i,0.0,14,0,1,36,3,0
1946, Looking for contractor roles ,http  l facebook com l php u http 3A 2F 2Fprounlimited com 2Fproqrg 2Ffb 2F h AT0 PfTf1mVBio1GaxMKxLA HACtkdVii1X 1zDDuskVulE9QPQ B2VrzG5IPTMfFi4qy1VHutVYP0 DDvmqNEUigtOkmwMPuXJDokSDKwGdnzOw0BmcM3E9rMVXhWqSFH1TWLRBYEvM0gsS1eYhOk8opqGCQsSW,href class target rel data lynx mode id, 5144 23i  2pio blank nofollow hover u 0 4j,0.0,31,0,1,239,6,0
1947, Facebook ,https  www facebook com facebookcareers ,href class target id, 5144 23i  2pio blank u 0 4k,0.0,10,0,1,41,4,0
1948, Instagram ,https  l facebook com l php u https 3A 2F 2Fwww instagram com 2Ffacebooklife 2F h AT0yuDh5dyynxhNeOhbS4wglinYoIAN1vn8G2G6SOkyzspD0YBcVN1HzeSxN cXTNaKoSNP7eBjXCWjDKbmmGWjx 6Uqhy h7m0xaF4fwdOhLwT8NWLa8eL5XMwBHlGowRwLQIg6hcDcTfZGWLq rOTWu6Q5UNva,href class target rel data lynx mode id, 5144 23i  2pio blank nofollow hover u 0 4l,0.0,11,0,1,243,6,0
1949, LinkedIn ,https  l facebook com l php u https 3A 2F 2Fwww linkedin com 2Fcompany 2Ffacebook h AT2uaHMy20Hc3RGmvzsw3gJ6e1WO xdtyCqY PfBQYrcIaWYrzkv 6kNx89zaG27C vU2WJMG 9VmA1w mIhoq70OvKKN sv8 rSZOCYqiHKoPDz1K S o0Naqjw4rWhonNVK12iO0Fiou1nYS 9OgCJFRX4hBw2,href class target rel data lynx mode id, 5144 23i  2pio blank nofollow hover u 0 4m,0.0,10,0,1,245,6,0
1950, Candidate Privacy Statement , careers privacy ,href class id, 5144 23i  2pio u 0 4n,0.0,29,0,1,17,3,0
1951, Data Policy , about privacy ,href class target id, 5144 23i  2pio blank u 0 4o,0.0,13,0,1,15,4,0
1952, Cookies , help cookies,href class target id, 5144 23i  2pio blank u 0 4p,0.0,9,0,1,13,4,0
1953, Family Safety Center , safety,href class target id, 5144 23i  2pio blank u 0 4q,0.0,22,0,1,7,4,0
1954, Facebook for Business , business,href class target id, 5144 23i  2pio blank u 0 4r,0.0,23,0,1,9,4,0
1955, Facebook for Developers ,https  developers facebook com ,href class target id, 5144 23i  2pio blank u 0 4s,0.0,25,0,1,32,4,0
1956,Learn how our teams are helping to keep people safe informed and connected ,https  l facebook com l php u https 3A 2F 2Fabout fb com 2Fnews 2F2020 2F03 2Fcoronavirus 2F h AT1rSyMz aU6ghBLmrGPIUW2 7rsQm5zY7ao5OfcfliSeK 5T7nWA4ViqYiiKsDDBiPIYKwrV1X8fYxiA3gb 5DoBz26JP7W2A3ceO7eYaVmChzuLulcYuSQRrJT9Ohm8GfnEyKQqBSuBG4RkS UZJEKe fFLx3s,href rel target data lynx mode, nofollow blank hover,0.0,77,1,0,256,4,0
1957,nan, careers ,href class, 80d6 97mo,0.0,0,0,1,9,2,0
1958,Jobs, careers jobs,class href, 4 2h 4zm4 ,0.0,4,0,1,13,2,0
1959,Areas of Work, ,class href role, 4 2h button,0.0,13,0,1,1,3,0
1960,Locations, careers locations,class href, 4 2h ,0.0,9,0,1,18,2,0
1961, Students  Grads , ,class href role, 4 2h button,0.0,18,0,1,1,3,0
1962, Facebook Life , ,class href role, 4 2h button,0.0,15,0,1,1,3,0
1963,Blog, careers life,class href, 4 2h ,0.0,4,0,1,13,2,0
1964,nan, ,role class href id,button 42ft 8za0 sidenav close,0.0,0,0,1,1,4,0
1965,Jobs, careers jobs,href class id, 5144 u 0 k,0.0,4,0,1,13,3,0
1966,Instagram, careers areas of work instagram divisions 5B0 5D Instagram,href class id, 5144 8yro u 0 p,0.0,9,0,1,60,3,0
1967,Oculus, careers areas of work oculus divisions 5B0 5D Oculus,href class id, 5144 8yro u 0 r,0.0,6,0,1,54,3,0
1968,Portal, careers areas of work Portal divisions 5B0 5D Portal,href class id, 5144 8yro u 0 t,0.0,6,0,1,54,3,0
1969,WhatsApp, careers areas of work whatsapp divisions 5B0 5D WhatsApp,href class id, 5144 8yro u 0 v,0.0,8,0,1,58,3,0
1970,Advertising Technology, careers areas of work adtech teams 5B0 5D Advertising Technology,href class id, 5144 8yro u 0 x,0.0,22,0,1,66,3,0
1971,AR VR, careers areas of work arvr teams 5B0 5D AR 2FVR,href class id, 5144 8yro u 0 z,0.0,5,0,1,49,3,0
1972,Business Development  Partnerships, careers areas of work sales teams 5B0 5D Business Development 26 Partnerships,href class id, 5144 8yro u 0 11,0.0,35,0,1,80,3,0
1973,Communications  Public Policy, careers areas of work communications teams 5B0 5D Communications 26 Public Policy,href class id, 5144 8yro u 0 13,0.0,30,0,1,84,3,0
1974,Creative, careers areas of work creative teams 5B0 5D Creative,href class id, 5144 8yro u 0 15,0.0,8,0,1,54,3,0
1975,Data  Analytics, careers areas of work data teams 5B0 5D Data 26 Analytics,href class id, 5144 8yro u 0 17,0.0,16,0,1,60,3,0
1976,Design  User Experience, careers areas of work design teams 5B0 5D Design 26 User Experience,href class id, 5144 8yro u 0 19,0.0,24,0,1,70,3,0
1977,Enterprise Engineering, careers areas of work ee teams 5B0 5D Enterprise Engineering,href class id, 5144 8yro u 0 1b,0.0,22,0,1,62,3,0
1978,Global Operations, ,ajaxify rel href role, careers fullscreennav links current drawer 0 is mobile 1 nav type areasOfWork drawer link 2Fcareers 2Fareas of work 2Fglobal ops 2F 3Fteams 255B0 255D 3DGlobal 2BOperations query Global Operations async button,0.0,17,0,1,1,4,0
1979,Infrastructure, ,ajaxify rel href role, careers fullscreennav links current drawer 0 is mobile 1 nav type areasOfWork drawer link 2Fcareers 2Fareas of work 2Finfrastructure 2F 3Fteams 255B0 255D 3DInfrastructure query Infrastructure async button,0.0,14,0,1,1,4,0
1980,Legal Finance Facilities  Admin, careers areas of work legal teams 5B0 5D Legal 2C Finance 2C Facilities 26 Admin,href class id, 5144 8yro u 0 1d,0.0,34,0,1,83,3,0
1981,People  Recruiting, careers areas of work people teams 5B0 5D People 26 Recruiting,href class id, 5144 8yro u 0 1f,0.0,19,0,1,65,3,0
1982,Product Management, careers areas of work product management teams 5B0 5D Product Management,href class id, 5144 8yro u 0 1h,0.0,18,0,1,74,3,0
1983,Research, careers areas of work research teams 5B0 5D Research,href class id, 5144 8yro u 0 1j,0.0,8,0,1,54,3,0
1984,Sales  Marketing, careers areas of work marketing teams 5B0 5D Sales 26 Marketing,href class id, 5144 8yro u 0 1l,0.0,17,0,1,66,3,0
1985,Security, careers areas of work security teams 5B0 5D Security,href class id, 5144 8yro u 0 1n,0.0,8,0,1,54,3,0
1986,Software Engineering, careers areas of work engineering teams 5B0 5D Software Engineering,href class id, 5144 8yro u 0 1p,0.0,20,0,1,69,3,0
1987,Technical Program Management, careers areas of work tpm teams 5B0 5D Technical Program Management,href class id, 5144 8yro u 0 1r,0.0,28,0,1,69,3,0
1988,Locations, careers locations,href class id, 5144 u 0 1s,0.0,9,0,1,18,3,0
1989,Students  Grads, careers students and grads ,href class id, 5144 8yro u 0 1x,0.0,16,0,1,28,3,0
1990,Facebook University, careers students and grads students,href class id, 5144 8yro u 0 1z,0.0,19,0,1,36,3,0
1991,Culture, careers facebook life ,href class id, 5144 8yro u 0 24,0.0,7,0,1,23,3,0
1992,Diversity, careers facebook life diversity,href class id, 5144 8yro u 0 26,0.0,9,0,1,32,3,0
1993,Veterans, careers facebook life veterans,href class id, 5144 8yro u 0 28,0.0,8,0,1,31,3,0
1994,Leadership, careers facebook life leadership,href class id, 5144 8yro u 0 2a,0.0,10,0,1,33,3,0
1995,Innovation, careers facebook life innovation,href class id, 5144 8yro u 0 2c,0.0,10,0,1,33,3,0
1996,Benefits, careers facebook life benefits,href class id, 5144 8yro u 0 2e,0.0,8,0,1,31,3,0
1997,Frequently Asked Questions, careers faq,href class id, 5144 8yro u 0 2g,0.0,26,0,1,12,3,0
1998,Remote Work, careers facebook life remote,href class id, 5144 8yro u 0 2i,0.0,11,0,1,29,3,0
1999,Blog, careers life,href class id, 5144 u 0 2j,0.0,4,0,1,13,3,0
2000,nan, ,role class href,button 42ft 2ybt ,0.0,0,0,1,1,3,0
2001,nan, careers ,href class id, 5144 2ybe 97n8 u 0 2l,0.0,0,0,1,9,3,0
2002,Students  Grads, careers students and grads ,href class id, 5144 u 0 2n,0.0,16,0,1,28,3,0
2003,Facebook University, careers students and grads students,href class id, 5144 u 0 2o,0.0,19,0,1,36,3,0
2004,Culture, careers facebook life ,href class id, 5144 u 0 2p,0.0,7,0,1,23,3,0
2005,Diversity, careers facebook life diversity,href class id, 5144 u 0 2q,0.0,9,0,1,32,3,0
2006,Veterans, careers facebook life veterans,href class id, 5144 u 0 2r,0.0,8,0,1,31,3,0
2007,Leadership, careers facebook life leadership,href class id, 5144 u 0 2s,0.0,10,0,1,33,3,0
2008,Innovation, careers facebook life innovation,href class id, 5144 u 0 2t,0.0,10,0,1,33,3,0
2009,Benefits, careers facebook life benefits,href class id, 5144 u 0 2u,0.0,8,0,1,31,3,0
2010,Frequently Asked Questions, careers faq,href class id, 5144 u 0 2v,0.0,26,0,1,12,3,0
2011,Remote Work, careers facebook life remote,href class id, 5144 u 0 2w,0.0,11,0,1,29,3,0
2012,Advertising Technology, careers areas of work adtech teams 5B0 5D Advertising Technology,href class id, 5144 u 0 2x,0.0,22,0,1,66,3,0
